Starting client at 10.0.0.26:1241 with timeout:10
My IP address is 10.0.0.26Skipped Seq from 2 to 5
Recovered out of order packet from 11 to 3
Recovered out of order packet from 11 to 4
Skipped Seq from 1000 to 1005
Skipped Seq from 1005 to 1008
Skipped Seq from 1012 to 1014
Skipped Seq from 1017 to 1020
Skipped Seq from 1021 to 1023
Skipped Seq from 1023 to 1025
Skipped Seq from 1027 to 1032
Skipped Seq from 1032 to 1034
Skipped Seq from 1036 to 1038
Skipped Seq from 1039 to 1041
Skipped Seq from 1041 to 1043
Skipped Seq from 1046 to 1048
Skipped Seq from 1049 to 1052
Skipped Seq from 1052 to 1054
Skipped Seq from 1054 to 1056
Skipped Seq from 1057 to 1065
Skipped Seq from 1065 to 1071
Skipped Seq from 1071 to 1076
Skipped Seq from 1076 to 1082
Skipped Seq from 1082 to 1085
Skipped Seq from 1086 to 1088
Skipped Seq from 1088 to 1090
Skipped Seq from 1096 to 1098
Skipped Seq from 1101 to 1109
Skipped Seq from 1110 to 1116
Skipped Seq from 1116 to 1119
Skipped Seq from 1119 to 1123
Skipped Seq from 1124 to 1128
Skipped Seq from 1128 to 1130
Skipped Seq from 1131 to 1137
Skipped Seq from 1137 to 1140
Skipped Seq from 1140 to 1142
Skipped Seq from 1147 to 1150
Skipped Seq from 1155 to 1157
Skipped Seq from 1167 to 1169
Skipped Seq from 1169 to 1174
Skipped Seq from 1175 to 1180
Skipped Seq from 1180 to 1182
Skipped Seq from 1186 to 1188
Skipped Seq from 1190 to 1192
Skipped Seq from 1195 to 1200
Skipped Seq from 1204 to 1207
Skipped Seq from 1207 to 1211
Skipped Seq from 1214 to 1216
Skipped Seq from 1216 to 1220
Skipped Seq from 1227 to 1231
Skipped Seq from 1234 to 1236
Skipped Seq from 1236 to 1238
Skipped Seq from 1240 to 1243
Skipped Seq from 1243 to 1247
Skipped Seq from 1247 to 1253
Skipped Seq from 1253 to 1256
Skipped Seq from 1260 to 1262
Skipped Seq from 1262 to 1264
Skipped Seq from 1267 to 1269
Skipped Seq from 1272 to 1274
Skipped Seq from 1276 to 1280
Skipped Seq from 1281 to 1283
Skipped Seq from 1285 to 1288
Skipped Seq from 1290 to 1292
Skipped Seq from 1293 to 1299
Skipped Seq from 1299 to 1305
Skipped Seq from 1307 to 1309
Skipped Seq from 1311 to 1314
Skipped Seq from 1314 to 1318
Skipped Seq from 1319 to 1321
Skipped Seq from 1323 to 1325
Skipped Seq from 1325 to 1327
Skipped Seq from 1327 to 1334
Skipped Seq from 1334 to 1338
Skipped Seq from 1341 to 1344
Skipped Seq from 1344 to 1346
Skipped Seq from 1346 to 1348
Skipped Seq from 1348 to 1354
Skipped Seq from 1354 to 1365
Skipped Seq from 1373 to 1375
Skipped Seq from 1375 to 1377
Skipped Seq from 1378 to 1380
Skipped Seq from 1389 to 1391
Skipped Seq from 1393 to 1397
Skipped Seq from 1397 to 1404
Skipped Seq from 1404 to 1411
Skipped Seq from 1421 to 1424
Skipped Seq from 1424 to 1426
Skipped Seq from 1430 to 1432
Skipped Seq from 1432 to 1435
Skipped Seq from 1437 to 1440
Skipped Seq from 1452 to 1455
Skipped Seq from 1456 to 1458
Skipped Seq from 1458 to 1460
Skipped Seq from 1464 to 1466
Skipped Seq from 1470 to 1472
Skipped Seq from 1472 to 1475
Skipped Seq from 1477 to 1480
Skipped Seq from 1490 to 1492
Skipped Seq from 1493 to 1495
Skipped Seq from 1495 to 1497
Skipped Seq from 1498 to 1500
Skipped Seq from 1503 to 1505
Skipped Seq from 1508 to 1512
Skipped Seq from 1512 to 1516
Skipped Seq from 1516 to 1518
Skipped Seq from 1518 to 1524
Skipped Seq from 1525 to 1527
Skipped Seq from 1527 to 1533
Skipped Seq from 1536 to 1538
Skipped Seq from 1538 to 1540
Skipped Seq from 1542 to 1544
Skipped Seq from 1549 to 1551
Skipped Seq from 1552 to 1554
Skipped Seq from 1558 to 1564
Skipped Seq from 1566 to 1568
Skipped Seq from 1571 to 1573
Skipped Seq from 1573 to 1575
Skipped Seq from 1576 to 1580
Skipped Seq from 1583 to 1585
Skipped Seq from 1588 to 1593
Skipped Seq from 1593 to 1597
Skipped Seq from 1597 to 1601
Skipped Seq from 1601 to 1603
Skipped Seq from 1603 to 1607
Skipped Seq from 1608 to 1610
Skipped Seq from 1611 to 1613
Skipped Seq from 1615 to 1617
Skipped Seq from 1619 to 1621
Skipped Seq from 1622 to 1624
Skipped Seq from 1625 to 1630
Skipped Seq from 1631 to 1633
Skipped Seq from 1635 to 1637
Skipped Seq from 1637 to 1641
Skipped Seq from 1641 to 1643
Skipped Seq from 1644 to 1650
Skipped Seq from 1650 to 1652
Skipped Seq from 1653 to 1655
Skipped Seq from 1657 to 1660
Skipped Seq from 1660 to 1665
Skipped Seq from 1665 to 1670
Skipped Seq from 1671 to 1675
Skipped Seq from 1675 to 1677
Skipped Seq from 1677 to 1680
Skipped Seq from 1680 to 1682
Skipped Seq from 1683 to 1689
Skipped Seq from 1690 to 1695
Skipped Seq from 1698 to 1700
Skipped Seq from 1703 to 1705
Skipped Seq from 1706 to 1708
Skipped Seq from 1710 to 1712
Skipped Seq from 1715 to 1717
Skipped Seq from 1718 to 1720
Skipped Seq from 1720 to 1722
Skipped Seq from 1723 to 1727
Skipped Seq from 1730 to 1734
Skipped Seq from 1737 to 1743
Skipped Seq from 1743 to 1747
Skipped Seq from 1747 to 1756
Skipped Seq from 1759 to 1761
Skipped Seq from 1763 to 1765
Skipped Seq from 1768 to 1773
Skipped Seq from 1774 to 1776
Skipped Seq from 1781 to 1784
Skipped Seq from 1784 to 1791
Skipped Seq from 1791 to 1794
Skipped Seq from 1794 to 1796
Skipped Seq from 1797 to 1799
Skipped Seq from 1799 to 1801
Skipped Seq from 1804 to 1807
Skipped Seq from 1807 to 1809
Skipped Seq from 1809 to 1813
Skipped Seq from 1813 to 1823
Skipped Seq from 1823 to 1827
Skipped Seq from 1828 to 1832
Skipped Seq from 1836 to 1838
Skipped Seq from 1838 to 1840
Skipped Seq from 1842 to 1845
Skipped Seq from 1849 to 1851
Skipped Seq from 1851 to 1858
Skipped Seq from 1858 to 1861
Skipped Seq from 1862 to 1864
Skipped Seq from 1866 to 1868
Skipped Seq from 1872 to 1879
Skipped Seq from 1879 to 1889
Skipped Seq from 1889 to 1894
Skipped Seq from 1894 to 1897
Skipped Seq from 1897 to 1902
Skipped Seq from 1902 to 1907
Skipped Seq from 1907 to 1910
Skipped Seq from 1910 to 1915
Skipped Seq from 1915 to 1919
Skipped Seq from 1919 to 1921
Skipped Seq from 1921 to 1924
Skipped Seq from 1924 to 1930
Skipped Seq from 1931 to 1934
Skipped Seq from 1934 to 1936
Skipped Seq from 1939 to 1941
Skipped Seq from 1944 to 1946
Skipped Seq from 1946 to 1949
Skipped Seq from 1949 to 1952
Skipped Seq from 1955 to 1960
Skipped Seq from 1960 to 1962
Skipped Seq from 1962 to 1966
Skipped Seq from 1966 to 1971
Skipped Seq from 1972 to 1977
Skipped Seq from 1977 to 1979
Skipped Seq from 1979 to 1990
Skipped Seq from 1990 to 1995
Skipped Seq from 1995 to 1999
Skipped Seq from 2000 to 2002
Skipped Seq from 2002 to 2004
Skipped Seq from 2008 to 2010
Skipped Seq from 2012 to 2014
Skipped Seq from 2015 to 2020
Skipped Seq from 2020 to 2022
Skipped Seq from 2022 to 2025
Skipped Seq from 2025 to 2030
Skipped Seq from 2030 to 2032
Skipped Seq from 2032 to 2036
Skipped Seq from 2036 to 2038
Skipped Seq from 2039 to 2041
Skipped Seq from 2041 to 2043
Skipped Seq from 2044 to 2046
Skipped Seq from 2052 to 2056
Skipped Seq from 2056 to 2059
Skipped Seq from 2059 to 2062
Skipped Seq from 2063 to 2065
Skipped Seq from 2066 to 2068
Skipped Seq from 2068 to 2071
Skipped Seq from 2071 to 2075
Skipped Seq from 2076 to 2078
Skipped Seq from 2080 to 2082
Skipped Seq from 2083 to 2086
Skipped Seq from 2087 to 2089
Skipped Seq from 2093 to 2098
Skipped Seq from 2098 to 2102
Skipped Seq from 2102 to 2105
Skipped Seq from 2112 to 2114
Skipped Seq from 2118 to 2120
Skipped Seq from 2120 to 2122
Skipped Seq from 2124 to 2127
Skipped Seq from 2127 to 2129
Skipped Seq from 2130 to 2132
Skipped Seq from 2132 to 2136
Skipped Seq from 2136 to 2138
Skipped Seq from 2138 to 2140
Skipped Seq from 2145 to 2148
Skipped Seq from 2152 to 2154
Skipped Seq from 2156 to 2159
Skipped Seq from 2159 to 2162
Skipped Seq from 2163 to 2170
Skipped Seq from 2170 to 2173
Skipped Seq from 2173 to 2175
Skipped Seq from 2181 to 2184
Skipped Seq from 2187 to 2193
Skipped Seq from 2196 to 2198
Skipped Seq from 2198 to 2200
Skipped Seq from 2202 to 2204
Skipped Seq from 2204 to 2206
Skipped Seq from 2207 to 2209
Skipped Seq from 2209 to 2211
Skipped Seq from 2211 to 2213
Skipped Seq from 2215 to 2217
Skipped Seq from 2219 to 2221
Skipped Seq from 2222 to 2224
Skipped Seq from 2226 to 2228
Skipped Seq from 2228 to 2230
Skipped Seq from 2239 to 2242
Skipped Seq from 2242 to 2249
Skipped Seq from 2249 to 2257
Skipped Seq from 2260 to 2262
Skipped Seq from 2277 to 2281
Skipped Seq from 2281 to 2283
Skipped Seq from 2283 to 2287
Skipped Seq from 2287 to 2290
Skipped Seq from 2290 to 2292
Skipped Seq from 2293 to 2297
Skipped Seq from 2297 to 2299
Skipped Seq from 2303 to 2305
Skipped Seq from 2305 to 2307
Skipped Seq from 2309 to 2311
Skipped Seq from 2311 to 2313
Skipped Seq from 2316 to 2318
Skipped Seq from 2321 to 2323
Skipped Seq from 2323 to 2325
Skipped Seq from 2326 to 2328
Skipped Seq from 2330 to 2332
Skipped Seq from 2336 to 2340
Skipped Seq from 2340 to 2345
Skipped Seq from 2345 to 2351
Skipped Seq from 2351 to 2356
Skipped Seq from 2356 to 2360
Skipped Seq from 2360 to 2364
Skipped Seq from 2367 to 2369
Skipped Seq from 2371 to 2373
Skipped Seq from 2375 to 2378
Skipped Seq from 2379 to 2381
Skipped Seq from 2384 to 2386
Skipped Seq from 2387 to 2392
Skipped Seq from 2396 to 2400
Skipped Seq from 2402 to 2404
Skipped Seq from 2409 to 2411
Skipped Seq from 2414 to 2417
Skipped Seq from 2422 to 2425
Skipped Seq from 2427 to 2429
Skipped Seq from 2431 to 2433
Skipped Seq from 2435 to 2439
Skipped Seq from 2440 to 2442
Skipped Seq from 2442 to 2445
Skipped Seq from 2445 to 2447
Skipped Seq from 2447 to 2449
Skipped Seq from 2452 to 2456
Skipped Seq from 2456 to 2458
Skipped Seq from 2459 to 2465
Skipped Seq from 2465 to 2468
Skipped Seq from 2469 to 2475
Skipped Seq from 2478 to 2480
Skipped Seq from 2487 to 2489
Skipped Seq from 2494 to 2497
Skipped Seq from 2498 to 2501
Skipped Seq from 2502 to 2509
Skipped Seq from 2509 to 2511
Skipped Seq from 2513 to 2515
Skipped Seq from 2521 to 2523
Skipped Seq from 2523 to 2527
Skipped Seq from 2527 to 2532
Skipped Seq from 2532 to 2534
Skipped Seq from 2534 to 2537
Skipped Seq from 2538 to 2540
Skipped Seq from 2540 to 2545
Skipped Seq from 2546 to 2550
Skipped Seq from 2550 to 2557
Skipped Seq from 2558 to 2560
Skipped Seq from 2560 to 2569
Skipped Seq from 2569 to 2574
Skipped Seq from 2574 to 2576
Skipped Seq from 2578 to 2580
Skipped Seq from 2581 to 2583
Skipped Seq from 2585 to 2587
Skipped Seq from 2590 to 2592
Skipped Seq from 2597 to 2599
Skipped Seq from 2606 to 2608
Skipped Seq from 2617 to 2622
Skipped Seq from 2623 to 2625
Skipped Seq from 2628 to 2631
Skipped Seq from 2634 to 2636
Skipped Seq from 2638 to 2640
Skipped Seq from 2642 to 2644
Skipped Seq from 2645 to 2647
Skipped Seq from 2648 to 2650
Skipped Seq from 2652 to 2654
Skipped Seq from 2656 to 2661
Skipped Seq from 2664 to 2666
Skipped Seq from 2670 to 2672
Skipped Seq from 2673 to 2677
Skipped Seq from 2677 to 2680
Skipped Seq from 2681 to 2684
Skipped Seq from 2684 to 2687
Skipped Seq from 2687 to 2690
Skipped Seq from 2690 to 2696
Skipped Seq from 2697 to 2699
Skipped Seq from 2700 to 2704
Skipped Seq from 2706 to 2708
Skipped Seq from 2709 to 2711
Skipped Seq from 2712 to 2714
Skipped Seq from 2715 to 2721
Skipped Seq from 2722 to 2726
Skipped Seq from 2726 to 2732
Skipped Seq from 2732 to 2735
Skipped Seq from 2736 to 2739
Skipped Seq from 2742 to 2744
Skipped Seq from 2747 to 2749
Skipped Seq from 2749 to 2751
Skipped Seq from 2752 to 2755
Skipped Seq from 2756 to 2762
Skipped Seq from 2762 to 2764
Skipped Seq from 2766 to 2768
Skipped Seq from 2771 to 2775
Skipped Seq from 2775 to 2781
Skipped Seq from 2782 to 2785
Skipped Seq from 2786 to 2791
Skipped Seq from 2798 to 2800
Skipped Seq from 2801 to 2803
Skipped Seq from 2803 to 2805
Skipped Seq from 2805 to 2808
Skipped Seq from 2809 to 2811
Skipped Seq from 2811 to 2819
Skipped Seq from 2820 to 2826
Skipped Seq from 2827 to 2831
Skipped Seq from 2831 to 2836
Skipped Seq from 2839 to 2842
Skipped Seq from 2843 to 2850
Skipped Seq from 2851 to 2855
Skipped Seq from 2855 to 2858
Skipped Seq from 2865 to 2867
Skipped Seq from 2867 to 2869
Skipped Seq from 2869 to 2871
Skipped Seq from 2872 to 2874
Skipped Seq from 2876 to 2878
Skipped Seq from 2881 to 2883
Skipped Seq from 2886 to 2888
Skipped Seq from 2891 to 2898
Skipped Seq from 2898 to 2907
Skipped Seq from 2907 to 2910
Skipped Seq from 2910 to 2916
Skipped Seq from 2919 to 2921
Skipped Seq from 2922 to 2924
Skipped Seq from 2927 to 2929
Skipped Seq from 2932 to 2934
Skipped Seq from 2934 to 2949
Skipped Seq from 2949 to 2953
Skipped Seq from 2953 to 2955
Skipped Seq from 2958 to 2961
Skipped Seq from 2963 to 2965
Skipped Seq from 2968 to 2970
Skipped Seq from 2972 to 2974
Skipped Seq from 2974 to 2976
Skipped Seq from 2976 to 2978
Skipped Seq from 2980 to 2982
Skipped Seq from 2988 to 2990
Skipped Seq from 2990 to 2995
Skipped Seq from 2998 to 3000
Skipped Seq from 3003 to 3006
Skipped Seq from 3008 to 3010
Skipped Seq from 3013 to 3015
Skipped Seq from 3019 to 3021
Skipped Seq from 3023 to 3028
Skipped Seq from 3029 to 3049
Skipped Seq from 3049 to 3051
Skipped Seq from 3055 to 3060
Skipped Seq from 3061 to 3067
Skipped Seq from 3067 to 3070
Skipped Seq from 3073 to 3075
Skipped Seq from 3079 to 3082
Skipped Seq from 3082 to 3086
Skipped Seq from 3086 to 3091
Skipped Seq from 3091 to 3097
Skipped Seq from 14206 to 14208
Skipped Seq from 14215 to 14217
Skipped Seq from 14222 to 14224
Skipped Seq from 14227 to 14230
Skipped Seq from 14230 to 14232
Skipped Seq from 14233 to 14235
Skipped Seq from 14238 to 14242
Skipped Seq from 14242 to 14244
Skipped Seq from 14249 to 14251
Skipped Seq from 14255 to 14257
Skipped Seq from 14257 to 14259
Skipped Seq from 14261 to 14266
Skipped Seq from 14266 to 14270
Skipped Seq from 14277 to 14279
Skipped Seq from 14279 to 14281
Skipped Seq from 14285 to 14290
Skipped Seq from 14292 to 14294
Skipped Seq from 14295 to 14297
Skipped Seq from 14299 to 14301
Skipped Seq from 14301 to 14304
Skipped Seq from 14306 to 14310
Skipped Seq from 14315 to 14317
Skipped Seq from 14323 to 14328
Skipped Seq from 14329 to 14333
Skipped Seq from 14333 to 14335
Skipped Seq from 14336 to 14339
Skipped Seq from 14340 to 14342
Skipped Seq from 14342 to 14345
Skipped Seq from 14345 to 14348
Skipped Seq from 14349 to 14352
Skipped Seq from 14352 to 14354
Skipped Seq from 14354 to 14360
Skipped Seq from 14360 to 14362
Skipped Seq from 14365 to 14367
Skipped Seq from 14368 to 14372
Skipped Seq from 14372 to 14374
Skipped Seq from 14375 to 14377
Skipped Seq from 14381 to 14385
Skipped Seq from 14385 to 14388
Skipped Seq from 14389 to 14391
Skipped Seq from 14394 to 14396
Skipped Seq from 14401 to 14403
Skipped Seq from 14403 to 14407
Skipped Seq from 14408 to 14411
Skipped Seq from 14413 to 14415
Skipped Seq from 14416 to 14419
Skipped Seq from 14419 to 14424
Skipped Seq from 14424 to 14427
Skipped Seq from 14429 to 14431
Skipped Seq from 14431 to 14433
Skipped Seq from 14436 to 14438
Skipped Seq from 14444 to 14448
Skipped Seq from 14448 to 14451
Skipped Seq from 14452 to 14457
Skipped Seq from 14458 to 14460
Skipped Seq from 14462 to 14464
Skipped Seq from 14467 to 14469
Skipped Seq from 14471 to 14473
Skipped Seq from 14476 to 14478
Skipped Seq from 14478 to 14481
Skipped Seq from 14482 to 14484
Skipped Seq from 14485 to 14487
Skipped Seq from 14488 to 14490
Skipped Seq from 14491 to 14493
Skipped Seq from 14495 to 14498
Skipped Seq from 14500 to 14504
Skipped Seq from 14506 to 14509
Skipped Seq from 14510 to 14512
Skipped Seq from 14512 to 14515
Skipped Seq from 14515 to 14518
Skipped Seq from 14518 to 14520
Skipped Seq from 14524 to 14528
Skipped Seq from 14529 to 14531
Skipped Seq from 14531 to 14534
Skipped Seq from 14534 to 14536
Skipped Seq from 14540 to 14542
Skipped Seq from 14542 to 14544
Skipped Seq from 14546 to 14552
Skipped Seq from 14552 to 14554
Skipped Seq from 14563 to 14566
Skipped Seq from 14567 to 14569
Skipped Seq from 14570 to 14573
Skipped Seq from 14574 to 14576
Skipped Seq from 14576 to 14580
Skipped Seq from 14586 to 14588
Skipped Seq from 14588 to 14590
Skipped Seq from 14592 to 14597
Skipped Seq from 14598 to 14600
Skipped Seq from 14603 to 14605
Skipped Seq from 14608 to 14610
Skipped Seq from 14612 to 14614
Skipped Seq from 14615 to 14618
Skipped Seq from 14619 to 14621
Skipped Seq from 14631 to 14635
Skipped Seq from 14636 to 14638
Skipped Seq from 14638 to 14640
Skipped Seq from 14643 to 14646
Skipped Seq from 14654 to 14656
Skipped Seq from 14659 to 14661
Skipped Seq from 14661 to 14663
Skipped Seq from 14670 to 14673
Skipped Seq from 14673 to 14675
Skipped Seq from 14676 to 14678
Skipped Seq from 14678 to 14680
Skipped Seq from 14682 to 14684
Skipped Seq from 14684 to 14688
Skipped Seq from 14688 to 14690
Skipped Seq from 14690 to 14692
Skipped Seq from 14693 to 14697
Skipped Seq from 14697 to 14699
Skipped Seq from 14699 to 14703
Skipped Seq from 14706 to 14708
Skipped Seq from 14709 to 14711
Skipped Seq from 14712 to 14715
Skipped Seq from 14715 to 14717
Skipped Seq from 14718 to 14722
Skipped Seq from 14722 to 14725
Skipped Seq from 14725 to 14727
Skipped Seq from 14729 to 14731
Skipped Seq from 14732 to 14734
Skipped Seq from 14735 to 14738
Skipped Seq from 14739 to 14741
Skipped Seq from 14747 to 14750
Skipped Seq from 14751 to 14754
Skipped Seq from 14754 to 14757
Skipped Seq from 14760 to 14765
Skipped Seq from 14770 to 14772
Skipped Seq from 14772 to 14776
Skipped Seq from 14788 to 14791
Skipped Seq from 14797 to 14799
Skipped Seq from 14800 to 14802
Skipped Seq from 14802 to 14804
Skipped Seq from 14812 to 14814
Skipped Seq from 14815 to 14817
Skipped Seq from 14818 to 14820
Skipped Seq from 14821 to 14823
Skipped Seq from 14826 to 14828
Skipped Seq from 14829 to 14831
Skipped Seq from 14834 to 14838
Skipped Seq from 14838 to 14841
Skipped Seq from 14843 to 14847
Skipped Seq from 14847 to 14850
Skipped Seq from 14850 to 14852
Skipped Seq from 14853 to 14855
Skipped Seq from 14855 to 14859
Skipped Seq from 14860 to 14862
Skipped Seq from 14862 to 14864
Skipped Seq from 14871 to 14873
Skipped Seq from 14873 to 14877
Skipped Seq from 14878 to 14881
Skipped Seq from 14882 to 14884
Skipped Seq from 14890 to 14893
Skipped Seq from 14894 to 14896
Skipped Seq from 14898 to 14900
Skipped Seq from 14903 to 14906
Skipped Seq from 14906 to 14908
Skipped Seq from 14908 to 14911
Skipped Seq from 14914 to 14918
Skipped Seq from 14918 to 14920
Skipped Seq from 14920 to 14922
Skipped Seq from 14922 to 14924
Skipped Seq from 14924 to 14926
Skipped Seq from 14926 to 14928
Skipped Seq from 14932 to 14935
Skipped Seq from 14938 to 14940
Skipped Seq from 14942 to 14946
Skipped Seq from 14949 to 14951
Skipped Seq from 14954 to 14957
Skipped Seq from 14957 to 14959
Skipped Seq from 14959 to 14967
Skipped Seq from 14967 to 14970
Skipped Seq from 14971 to 14973
Skipped Seq from 14975 to 14977
Skipped Seq from 14984 to 14987
Skipped Seq from 14990 to 14994
Skipped Seq from 14994 to 14996
Skipped Seq from 15001 to 15005
Skipped Seq from 15007 to 15009
Skipped Seq from 15011 to 15014
Skipped Seq from 15014 to 15018
Skipped Seq from 15018 to 15021
Skipped Seq from 15021 to 15024
Skipped Seq from 15025 to 15027
Skipped Seq from 15029 to 15031
Skipped Seq from 15031 to 15033
Skipped Seq from 15035 to 15040
Skipped Seq from 15040 to 15043
Skipped Seq from 15043 to 15045
Skipped Seq from 15046 to 15051
Skipped Seq from 15051 to 15056
Skipped Seq from 15057 to 15059
Skipped Seq from 15059 to 15061
Skipped Seq from 15062 to 15064
Skipped Seq from 15064 to 15068
Skipped Seq from 15068 to 15070
Skipped Seq from 15073 to 15075
Skipped Seq from 15075 to 15077
Skipped Seq from 15080 to 15083
Skipped Seq from 15083 to 15086
Skipped Seq from 15087 to 15089
Skipped Seq from 15089 to 15091
Skipped Seq from 15091 to 15094
Skipped Seq from 15096 to 15098
Skipped Seq from 15098 to 15105
Skipped Seq from 15107 to 15111
Skipped Seq from 15113 to 15115
Skipped Seq from 15116 to 15119
Skipped Seq from 15121 to 15123
Skipped Seq from 15123 to 15125
Skipped Seq from 15125 to 15127
Skipped Seq from 15127 to 15129
Skipped Seq from 15129 to 15131
Skipped Seq from 15132 to 15134
Skipped Seq from 15146 to 15148
Skipped Seq from 15148 to 15150
Skipped Seq from 15150 to 15152
Skipped Seq from 15156 to 15159
Skipped Seq from 15159 to 15161
Skipped Seq from 15163 to 15166
Skipped Seq from 15166 to 15168
Skipped Seq from 15172 to 15174
Skipped Seq from 15175 to 15178
Skipped Seq from 15186 to 15190
Skipped Seq from 15190 to 15195
Skipped Seq from 15195 to 15198
Skipped Seq from 15198 to 15200
Skipped Seq from 15200 to 15203
Skipped Seq from 15204 to 15206
Skipped Seq from 15206 to 15208
Skipped Seq from 15208 to 15210
Skipped Seq from 15212 to 15215
Skipped Seq from 15216 to 15218
Skipped Seq from 15218 to 15220
Skipped Seq from 15223 to 15225
Skipped Seq from 15227 to 15230
Skipped Seq from 15235 to 15237
Skipped Seq from 15240 to 15242
Skipped Seq from 15248 to 15250
Skipped Seq from 15262 to 15264
Skipped Seq from 15270 to 15272
Skipped Seq from 15272 to 15275
Skipped Seq from 15275 to 15279
Skipped Seq from 15279 to 15284
Skipped Seq from 15285 to 15288
Skipped Seq from 15289 to 15291
Skipped Seq from 15292 to 15294
Skipped Seq from 15310 to 15312
Skipped Seq from 15314 to 15318
Skipped Seq from 15319 to 15322
Skipped Seq from 15323 to 15325
Skipped Seq from 15330 to 15333
Skipped Seq from 15334 to 15336
Skipped Seq from 15337 to 15339
Skipped Seq from 15340 to 15342
Skipped Seq from 15347 to 15350
Skipped Seq from 15351 to 15354
Skipped Seq from 15354 to 15357
Skipped Seq from 15358 to 15360
Skipped Seq from 15361 to 15365
Skipped Seq from 15365 to 15367
Skipped Seq from 15368 to 15370
Skipped Seq from 15370 to 15374
Skipped Seq from 15376 to 15378
Skipped Seq from 15380 to 15382
Skipped Seq from 15387 to 15389
Skipped Seq from 15389 to 15391
Skipped Seq from 15392 to 15394
Skipped Seq from 15397 to 15399
Skipped Seq from 15400 to 15403
Skipped Seq from 15404 to 15406
Skipped Seq from 15407 to 15415
Skipped Seq from 15427 to 15429
Skipped Seq from 15432 to 15436
Skipped Seq from 15439 to 15441
Skipped Seq from 15441 to 15443
Skipped Seq from 15444 to 15446
Skipped Seq from 15452 to 15455
Skipped Seq from 15456 to 15458
Skipped Seq from 15458 to 15460
Skipped Seq from 15461 to 15464
Skipped Seq from 15468 to 15471
Skipped Seq from 15471 to 15473
Skipped Seq from 15474 to 15476
Skipped Seq from 15481 to 15483
Skipped Seq from 15501 to 15503
Skipped Seq from 15503 to 15506
Skipped Seq from 15507 to 15509
Skipped Seq from 15512 to 15516
Skipped Seq from 15518 to 15522
Skipped Seq from 15522 to 15525
Skipped Seq from 15525 to 15527
Skipped Seq from 15530 to 15533
Skipped Seq from 15546 to 15548
Skipped Seq from 15549 to 15554
Skipped Seq from 15554 to 15558
Skipped Seq from 15559 to 15561
Skipped Seq from 15563 to 15565
Skipped Seq from 15568 to 15573
Skipped Seq from 15573 to 15575
Skipped Seq from 15576 to 15578
Skipped Seq from 15585 to 15587
Skipped Seq from 15589 to 15591
Skipped Seq from 15593 to 15597
Skipped Seq from 15598 to 15600
Skipped Seq from 15600 to 15602
Skipped Seq from 15607 to 15610
Skipped Seq from 15610 to 15614
Skipped Seq from 15614 to 15616
Skipped Seq from 15619 to 15622
Skipped Seq from 15625 to 15627
Skipped Seq from 15631 to 15633
Skipped Seq from 15633 to 15637
Skipped Seq from 15638 to 15640
Skipped Seq from 15643 to 15645
Skipped Seq from 15645 to 15649
Skipped Seq from 15649 to 15651
Skipped Seq from 15651 to 15653
Skipped Seq from 15653 to 15657
Skipped Seq from 15661 to 15663
Skipped Seq from 15669 to 15671
Skipped Seq from 15675 to 15677
Skipped Seq from 15678 to 15681
Skipped Seq from 15683 to 15688
Skipped Seq from 15689 to 15691
Skipped Seq from 15691 to 15693
Skipped Seq from 15693 to 15696
Skipped Seq from 15696 to 15698
Skipped Seq from 15699 to 15701
Skipped Seq from 15704 to 15709
Skipped Seq from 15709 to 15711
Skipped Seq from 15711 to 15714
Skipped Seq from 15714 to 15716
Skipped Seq from 15716 to 15718
Skipped Seq from 15721 to 15723
Skipped Seq from 15723 to 15726
Skipped Seq from 15727 to 15732
Skipped Seq from 15732 to 15734
Skipped Seq from 15735 to 15737
Skipped Seq from 15737 to 15740
Skipped Seq from 15744 to 15752
Skipped Seq from 15754 to 15756
Skipped Seq from 15761 to 15765
Skipped Seq from 15766 to 15768
Skipped Seq from 15770 to 15772
Skipped Seq from 15775 to 15779
Skipped Seq from 15779 to 15781
Skipped Seq from 15783 to 15785
Skipped Seq from 15787 to 15790
Skipped Seq from 15791 to 15793
Skipped Seq from 15793 to 15796
Skipped Seq from 15797 to 15801
Skipped Seq from 15801 to 15806
Skipped Seq from 15807 to 15809
Skipped Seq from 15809 to 15813
Skipped Seq from 15814 to 15816
Skipped Seq from 15816 to 15818
Skipped Seq from 15819 to 15821
Skipped Seq from 15822 to 15825
Skipped Seq from 15825 to 15827
Skipped Seq from 15828 to 15830
Skipped Seq from 15833 to 15835
Skipped Seq from 15835 to 15837
Skipped Seq from 15838 to 15841
Skipped Seq from 15844 to 15846
Skipped Seq from 15846 to 15848
Skipped Seq from 15849 to 15851
Skipped Seq from 15852 to 15854
Skipped Seq from 15854 to 15864
Skipped Seq from 15867 to 15869
Skipped Seq from 15870 to 15872
Skipped Seq from 15872 to 15877
Skipped Seq from 15878 to 15880
Skipped Seq from 15880 to 15883
Skipped Seq from 15883 to 15885
Skipped Seq from 15886 to 15889
Skipped Seq from 15890 to 15892
Skipped Seq from 15892 to 15895
Skipped Seq from 15895 to 15900
Skipped Seq from 15902 to 15904
Skipped Seq from 15906 to 15909
